id_cliente,id_producto,cantidad,monto,fecha
cliente_355,producto_48,3,123.4,2024-04-19
cliente_2413,producto_44,2,135.65,2023-06-19
cliente_1019,producto_6,6,243.82,2024-04-11
cliente_3548,producto_44,8,285.53,2023-08-23
cliente_1723,producto_33,9,259.43,2024-04-08
cliente_2811,producto_14,8,306.16,2024-03-15
cliente_3976,producto_21,8,631.99,2023-11-12
cliente_300,producto_35,5,115.6,2024-04-25
cliente_3847,producto_32,1,80.21,2024-04-14
cliente_4607,producto_1,10,251.93,2024-05-01
cliente_1715,producto_28,3,124.64,2024-01-29
cliente_3483,producto_16,6,61.64,2023-12-01
cliente_4859,producto_8,10,504.29,2023-12-24
cliente_4423,producto_12,1,83.42,2023-11-04
cliente_1835,producto_13,9,243.95,2023-10-04
cliente_3431,producto_8,6,551.18,2023-09-10
cliente_2692,producto_19,1,21.05,2024-04-22
cliente_3973,producto_46,9,150.26,2023-10-21
cliente_1990,producto_40,3,136.2,2023-10-17
cliente_136,producto_47,3,204.02,2023-08-19
cliente_1144,producto_49,1,55.34,2023-06-22
cliente_1768,producto_12,9,385.49,2023-12-26
cliente_915,producto_36,6,442.04,2023-07-07
cliente_3863,producto_45,9,719.68,2024-03-23
cliente_3258,producto_45,9,634.05,2024-01-31
cliente_1258,producto_18,6,450.35,2024-05-17
cliente_2401,producto_2,2,40.26,2023-09-10
cliente_124,producto_33,6,414.25,2023-10-21
cliente_1269,producto_18,8,183.6,2024-02-29
cliente_3058,producto_19,10,115.3,2023-09-04
cliente_1156,producto_20,3,235.8,2023-08-14
cliente_3422,producto_41,6,593.25,2023-11-25
cliente_3812,producto_14,4,293.67,2024-01-13
cliente_3935,producto_20,6,391.79,2023-11-09
cliente_3531,producto_20,9,295.39,2023-07-07
cliente_721,producto_21,6,406.88,2023-12-07
cliente_3,producto_9,7,170.16,2024-05-18
cliente_4581,producto_5,2,76.45,2024-04-24
cliente_21,producto_4,5,217.88,2024-06-09
cliente_3232,producto_6,1,84.59,2023-12-27
cliente_1023,producto_13,6,431.87,2024-04-16
cliente_3974,producto_29,10,263.65,2024-01-13
cliente_354,producto_18,6,410.12,2023-10-29
cliente_1658,producto_5,6,71.89,2023-09-16
cliente_2534,producto_38,7,337.15,2024-05-22
cliente_1626,producto_34,3,242.44,2023-09-19
cliente_4819,producto_12,4,126.67,2024-01-04
cliente_2534,producto_1,1,78.24,2023-12-27
cliente_1395,producto_35,4,218.75,2024-03-06
cliente_4345,producto_25,2,192.98,2023-12-14
cliente_4741,producto_14,10,632.1,2023-11-13
cliente_1727,producto_33,1,89.34,2023-08-31
cliente_4661,producto_21,9,709.42,2023-10-28
cliente_4229,producto_32,1,60.64,2023-08-28
cliente_2155,producto_16,6,563.19,2023-06-15
cliente_453,producto_5,10,670.79,2023-09-10
cliente_4495,producto_24,7,303.54,2024-05-15
cliente_4320,producto_3,2,96.42,2023-11-28
cliente_2647,producto_11,4,41.52,2023-06-26
cliente_479,producto_39,5,374.0,2023-09-30
cliente_4449,producto_15,9,167.02,2023-08-15
cliente_2585,producto_41,2,83.37,2023-12-16
cliente_2971,producto_49,9,860.21,2023-06-23
cliente_4198,producto_41,5,463.24,2023-07-09
cliente_4084,producto_16,4,49.3,2024-01-02
cliente_1752,producto_9,10,372.36,2024-05-15
cliente_4921,producto_20,5,113.97,2024-05-09
cliente_4240,producto_12,4,102.29,2023-08-10
cliente_3871,producto_12,4,382.93,2024-01-25
cliente_2287,producto_2,2,128.53,2024-04-01
cliente_265,producto_24,3,65.84,2023-10-27
cliente_490,producto_25,5,350.34,2024-02-23
cliente_1547,producto_45,4,308.4,2024-04-23
cliente_2899,producto_11,4,51.06,2023-11-29
cliente_4700,producto_2,2,146.44,2023-10-01
cliente_955,producto_27,3,58.26,2024-05-08
cliente_2918,producto_39,5,321.36,2024-04-21
cliente_2540,producto_14,2,35.31,2023-10-21
cliente_3385,producto_12,10,753.71,2023-10-29
cliente_4450,producto_15,1,74.3,2023-07-12
cliente_3164,producto_37,8,596.11,2024-04-08
cliente_3083,producto_32,7,173.64,2024-05-30
cliente_3989,producto_14,5,497.66,2024-03-12
cliente_4083,producto_45,8,412.11,2024-03-14
cliente_3560,producto_36,5,186.65,2024-01-11
cliente_4553,producto_21,1,43.36,2024-06-06
cliente_4551,producto_37,3,294.27,2024-03-01
cliente_409,producto_14,6,368.58,2023-08-12
cliente_654,producto_46,8,770.34,2024-03-30
cliente_4615,producto_29,9,560.09,2024-02-24
cliente_2925,producto_34,10,503.56,2023-08-18
cliente_3783,producto_20,3,184.28,2024-01-30
cliente_2465,producto_32,2,130.71,2024-03-26
cliente_4956,producto_46,2,169.9,2023-08-01
cliente_3247,producto_8,10,474.96,2024-02-21
cliente_3832,producto_18,9,625.55,2023-07-01
cliente_3027,producto_50,3,74.61,2024-04-04
cliente_4147,producto_23,10,528.97,2023-10-14
cliente_3671,producto_30,6,554.92,2023-11-27
cliente_3869,producto_43,8,163.36,2024-03-14
cliente_3881,producto_24,2,22.82,2024-02-01
cliente_90,producto_44,6,108.02,2024-05-24
cliente_3177,producto_48,4,209.17,2024-03-16
cliente_3183,producto_33,6,237.14,2024-05-03
cliente_2936,producto_36,2,187.44,2024-06-14
cliente_907,producto_50,4,373.87,2023-08-27
cliente_3622,producto_33,1,38.12,2023-09-23
cliente_2209,producto_6,8,464.47,2023-10-06
cliente_2461,producto_35,4,156.77,2023-11-20
cliente_438,producto_4,2,78.32,2023-09-23
cliente_37,producto_32,9,607.43,2023-12-06
cliente_1746,producto_48,7,690.68,2024-05-06
cliente_3340,producto_15,9,600.71,2024-03-22
cliente_549,producto_36,9,182.42,2024-04-06
cliente_1542,producto_14,9,487.16,2023-07-03
cliente_2822,producto_36,4,109.52,2024-04-15
cliente_1875,producto_49,3,163.98,2024-05-27
cliente_4422,producto_47,3,154.81,2024-02-13
cliente_1495,producto_39,8,657.11,2023-07-21
cliente_1556,producto_18,7,610.59,2024-04-25
cliente_2893,producto_40,5,51.29,2023-11-06
cliente_66,producto_17,5,303.52,2023-07-12
cliente_1611,producto_28,8,83.89,2023-08-12
cliente_800,producto_18,7,206.99,2023-11-20
cliente_870,producto_44,6,427.62,2024-03-04
cliente_364,producto_35,2,22.34,2023-12-06
cliente_4109,producto_13,10,789.1,2024-01-24
cliente_37,producto_6,3,70.17,2023-10-22
cliente_4558,producto_36,2,142.53,2024-05-27
cliente_2959,producto_33,4,116.87,2024-03-10
cliente_1254,producto_1,3,185.84,2023-10-04
cliente_4351,producto_16,9,136.04,2023-06-30
cliente_1935,producto_15,2,152.51,2024-02-28
cliente_1011,producto_39,3,36.78,2023-12-22
cliente_4636,producto_50,1,77.36,2023-09-28
cliente_594,producto_22,7,499.4,2024-01-11
cliente_1035,producto_35,1,89.84,2024-03-10
cliente_2405,producto_20,10,629.14,2024-01-23
cliente_2488,producto_3,7,164.7,2024-06-10
cliente_1703,producto_19,3,126.76,2023-07-21
cliente_4618,producto_22,10,159.99,2024-06-13
cliente_244,producto_9,4,192.48,2023-06-18
cliente_708,producto_40,5,380.32,2023-09-20
cliente_2946,producto_35,9,443.29,2024-06-13
cliente_2886,producto_29,5,149.68,2024-05-20
cliente_3045,producto_45,10,540.17,2024-01-12
cliente_3636,producto_50,8,205.18,2023-11-14
cliente_4162,producto_2,3,200.32,2023-12-03
cliente_2274,producto_17,7,368.88,2024-05-24
cliente_3803,producto_4,1,58.17,2023-07-20
cliente_4763,producto_21,10,129.54,2024-01-10
cliente_417,producto_47,9,507.41,2023-07-13
cliente_3607,producto_13,6,365.44,2024-02-12
cliente_4649,producto_7,1,75.39,2024-03-16
cliente_3554,producto_25,5,432.31,2023-09-10
cliente_1483,producto_42,7,536.36,2023-10-12
cliente_3284,producto_19,5,371.97,2024-04-15
cliente_1270,producto_35,8,565.79,2023-12-16
cliente_3366,producto_21,2,117.21,2024-05-24
cliente_2474,producto_20,4,230.67,2023-10-26
cliente_1585,producto_43,7,301.94,2023-07-06
cliente_4227,producto_20,1,83.91,2024-02-06
cliente_4384,producto_35,4,222.73,2023-11-04
cliente_822,producto_18,10,112.97,2023-06-27
cliente_3919,producto_32,10,717.0,2024-01-22
cliente_3365,producto_48,4,383.89,2023-12-02
cliente_3534,producto_46,1,77.98,2024-05-30
cliente_883,producto_3,9,337.47,2024-01-11
cliente_3481,producto_47,10,680.75,2024-02-28
cliente_1377,producto_8,10,859.73,2023-09-07
cliente_1319,producto_31,10,128.26,2024-04-08
cliente_3882,producto_3,7,331.73,2023-09-01
cliente_4521,producto_3,1,59.84,2023-12-17
cliente_1796,producto_47,8,765.69,2024-01-03
cliente_4688,producto_22,4,325.18,2023-09-26
cliente_1277,producto_11,5,456.41,2024-04-20
cliente_1013,producto_11,7,617.29,2023-12-13
cliente_1916,producto_18,9,610.14,2024-03-26
cliente_958,producto_11,5,70.21,2023-08-19
cliente_3636,producto_2,8,348.79,2024-04-05
cliente_4228,producto_25,3,136.03,2023-10-06
cliente_4676,producto_38,7,204.21,2023-10-07
cliente_3106,producto_12,2,41.62,2023-09-10
cliente_1731,producto_28,8,642.14,2024-02-08
cliente_2369,producto_36,1,78.65,2023-07-01
cliente_3191,producto_20,9,560.6,2024-01-12
cliente_890,producto_6,7,171.58,2024-06-07
cliente_1870,producto_25,3,127.64,2024-06-06
cliente_3952,producto_21,1,47.86,2023-10-27
cliente_1249,producto_7,10,328.06,2024-05-27
cliente_797,producto_6,2,142.23,2024-04-16
cliente_2707,producto_36,2,97.33,2023-09-08
cliente_3103,producto_23,4,43.69,2024-02-26
cliente_3738,producto_3,2,134.02,2023-12-05
cliente_3009,producto_45,8,366.51,2024-04-15
cliente_4632,producto_32,10,809.38,2024-01-26
cliente_2407,producto_24,1,38.27,2024-01-13
cliente_2354,producto_48,7,91.84,2024-05-01
cliente_2084,producto_37,10,224.1,2023-10-12
cliente_3692,producto_31,5,56.54,2023-10-31
cliente_2752,producto_47,3,239.76,2024-06-13
cliente_1109,producto_49,5,431.06,2024-04-18
cliente_3092,producto_34,3,221.37,2023-07-02
cliente_1517,producto_7,9,661.06,2023-12-11
cliente_3359,producto_14,8,224.36,2024-03-03
cliente_4921,producto_13,8,100.74,2024-04-15
cliente_2633,producto_46,9,408.43,2024-02-28
cliente_1487,producto_50,8,124.64,2024-04-26
cliente_1828,producto_8,8,298.32,2024-01-23
cliente_291,producto_19,8,256.68,2023-12-25
cliente_2486,producto_42,9,134.76,2023-12-05
cliente_3505,producto_14,1,18.98,2023-10-06
cliente_1410,producto_3,8,477.79,2024-05-10
cliente_4760,producto_8,5,172.69,2023-09-27
cliente_4134,producto_38,1,18.13,2024-04-05
cliente_4510,producto_43,3,127.08,2023-09-14
cliente_210,producto_5,2,130.58,2023-10-11
cliente_3935,producto_45,10,975.74,2023-12-30
cliente_3853,producto_35,3,40.76,2024-05-25
cliente_1243,producto_34,7,638.29,2023-08-23
cliente_2566,producto_24,1,29.6,2023-08-16
cliente_4716,producto_4,4,381.9,2024-02-06
cliente_147,producto_41,10,359.65,2024-05-02
cliente_4144,producto_6,2,46.75,2023-09-13
cliente_84,producto_46,7,235.95,2023-11-11
cliente_1303,producto_19,5,244.82,2023-06-18
cliente_2447,producto_8,1,30.24,2023-12-18
cliente_1618,producto_23,10,673.7,2023-12-08
cliente_4537,producto_20,5,87.75,2023-12-21
cliente_4144,producto_31,4,389.48,2024-06-01
cliente_3952,producto_28,8,580.38,2023-11-30
cliente_755,producto_26,1,46.7,2024-03-29
cliente_169,producto_37,4,90.99,2023-10-31
cliente_1171,producto_6,7,317.26,2023-09-14
cliente_3468,producto_10,2,194.26,2024-04-11
cliente_1372,producto_37,7,665.46,2024-02-29
cliente_1900,producto_12,6,450.36,2023-10-26
cliente_2086,producto_9,2,178.0,2024-04-07
cliente_1667,producto_20,8,259.51,2023-08-25
cliente_4354,producto_2,8,128.05,2024-01-29
cliente_228,producto_41,2,156.24,2023-11-26
cliente_630,producto_50,5,297.11,2023-07-07
cliente_855,producto_25,6,279.18,2023-06-25
cliente_4457,producto_37,4,277.01,2023-08-29
cliente_2277,producto_34,8,672.87,2024-03-29
cliente_3897,producto_40,5,267.34,2024-01-14
cliente_3123,producto_36,3,46.37,2023-10-18
cliente_3469,producto_2,7,95.77,2023-09-10
cliente_407,producto_12,2,22.83,2023-06-30
cliente_2489,producto_46,5,120.08,2023-09-07
cliente_2866,producto_9,10,836.22,2024-02-02
cliente_2922,producto_1,9,180.59,2023-07-16
cliente_4508,producto_45,10,298.05,2023-10-30
cliente_1456,producto_14,3,70.41,2024-02-06
cliente_123,producto_37,2,101.8,2024-01-16
cliente_1283,producto_36,9,369.61,2023-10-10
cliente_2205,producto_23,4,65.38,2024-02-16
cliente_4114,producto_20,2,161.34,2024-02-13
cliente_851,producto_38,5,483.09,2023-11-04
cliente_1259,producto_8,9,639.34,2024-05-21
cliente_2345,producto_5,1,51.48,2023-09-22
cliente_4211,producto_40,3,129.4,2023-07-15
cliente_4272,producto_45,10,752.81,2024-03-10
cliente_1889,producto_20,8,730.57,2024-01-09
cliente_4129,producto_21,4,120.21,2024-02-16
cliente_1885,producto_2,3,80.95,2024-03-13
cliente_1949,producto_26,10,579.36,2024-01-26
cliente_2025,producto_20,4,75.89,2023-12-17
cliente_1169,producto_2,4,242.81,2023-11-07
cliente_4476,producto_22,3,100.13,2023-08-19
cliente_4303,producto_47,6,127.87,2023-12-27
cliente_486,producto_37,10,625.9,2023-10-21
cliente_4991,producto_37,6,94.99,2023-11-28
cliente_4450,producto_13,8,436.97,2023-10-01
cliente_1416,producto_50,3,62.48,2024-06-04
cliente_19,producto_22,4,273.31,2023-08-11
cliente_2593,producto_48,3,276.17,2023-10-05
cliente_4119,producto_42,4,273.85,2023-07-15
cliente_2993,producto_45,10,133.11,2023-08-06
cliente_4908,producto_1,7,257.67,2024-05-26
cliente_502,producto_26,7,474.6,2024-04-26
cliente_817,producto_37,2,32.82,2023-08-23
cliente_4633,producto_16,2,49.42,2024-03-19
cliente_2965,producto_50,10,379.65,2024-06-12
cliente_976,producto_23,7,408.75,2024-06-10
cliente_333,producto_39,10,772.95,2023-12-13
cliente_3870,producto_41,1,91.46,2023-08-11
cliente_716,producto_16,6,250.23,2023-09-14
cliente_2102,producto_16,7,516.64,2024-05-27
cliente_2078,producto_49,3,244.84,2023-07-21
cliente_1164,producto_13,6,312.82,2024-02-10
cliente_3137,producto_3,8,775.28,2024-01-26
cliente_3861,producto_37,2,50.57,2024-03-05
cliente_1037,producto_50,6,359.89,2024-06-06
cliente_4882,producto_35,6,93.65,2024-02-18
cliente_3754,producto_17,7,89.8,2024-05-05
cliente_4607,producto_32,8,485.53,2023-12-06
cliente_3750,producto_2,5,406.06,2023-09-06
cliente_3351,producto_34,7,622.83,2024-03-30
cliente_4037,producto_38,7,292.33,2024-04-18
cliente_1370,producto_23,4,204.43,2024-01-04
cliente_953,producto_39,5,415.31,2024-03-22
cliente_1581,producto_45,3,215.08,2023-07-14
cliente_178,producto_40,7,549.24,2024-06-05
cliente_2440,producto_1,2,168.99,2023-09-20
cliente_2528,producto_38,6,454.43,2023-08-05
cliente_2204,producto_3,2,107.56,2024-02-03
cliente_3015,producto_6,6,177.69,2024-06-08
cliente_4257,producto_36,8,638.35,2024-04-19
cliente_191,producto_33,5,250.34,2023-12-29
cliente_1183,producto_2,7,213.27,2023-12-10
cliente_1998,producto_8,10,978.83,2023-07-16
cliente_1826,producto_19,8,415.68,2024-02-10
cliente_1760,producto_10,5,422.53,2023-12-11
cliente_657,producto_26,7,638.69,2024-02-26
cliente_3475,producto_20,3,251.83,2024-04-04
cliente_4357,producto_14,5,278.94,2023-07-31
cliente_660,producto_23,5,142.86,2023-07-27
cliente_2595,producto_48,4,128.36,2023-10-06
cliente_2733,producto_21,7,217.25,2023-11-27
cliente_3701,producto_2,7,270.17,2024-01-20
cliente_3626,producto_23,4,267.43,2024-05-25
cliente_1102,producto_10,2,179.08,2024-01-10
cliente_271,producto_1,4,370.79,2024-03-24
cliente_4652,producto_21,9,359.59,2024-01-12
cliente_4464,producto_38,5,391.73,2023-07-10
cliente_1169,producto_23,10,758.48,2023-09-18
cliente_4448,producto_26,8,747.6,2023-07-27
cliente_2960,producto_3,10,396.28,2023-10-09
cliente_1181,producto_15,1,33.59,2024-04-17
cliente_916,producto_41,4,70.79,2024-03-04
cliente_3180,producto_19,3,117.05,2024-01-16
cliente_1369,producto_31,6,140.08,2023-10-10
cliente_1385,producto_50,9,349.89,2024-04-25
cliente_2157,producto_28,10,452.49,2023-12-06
cliente_1717,producto_1,6,251.13,2023-09-13
cliente_1113,producto_44,8,298.32,2023-12-02
cliente_3197,producto_42,8,706.53,2023-10-30
cliente_3481,producto_31,5,149.04,2023-10-19
cliente_1046,producto_48,7,425.39,2024-04-13
cliente_799,producto_41,2,85.3,2024-06-06
cliente_1194,producto_23,10,397.16,2024-02-24
cliente_1015,producto_23,1,81.82,2024-01-29
cliente_1242,producto_49,5,404.08,2023-10-03
cliente_4256,producto_50,7,183.36,2023-10-07
cliente_818,producto_15,4,151.37,2023-09-09
cliente_1548,producto_46,4,239.71,2024-04-14
cliente_1808,producto_7,2,35.7,2024-04-19
cliente_2499,producto_21,2,162.97,2024-01-09
cliente_2883,producto_29,5,52.92,2024-03-30
cliente_3960,producto_11,3,275.47,2024-01-24
cliente_3017,producto_37,4,389.8,2023-12-05
cliente_3007,producto_14,4,86.38,2024-04-16
cliente_752,producto_13,6,84.1,2023-08-23
cliente_1117,producto_10,5,237.12,2023-12-02
cliente_3528,producto_3,8,212.74,2023-11-24
cliente_3892,producto_21,2,191.31,2023-08-28
cliente_1761,producto_20,3,105.13,2023-07-01
cliente_4286,producto_11,2,117.58,2023-08-05
cliente_1437,producto_41,7,532.29,2024-02-23
cliente_2640,producto_18,10,469.8,2024-06-12
cliente_1815,producto_19,4,201.23,2023-12-14
cliente_2995,producto_37,8,465.94,2023-06-19
cliente_3619,producto_25,3,170.27,2023-12-21
cliente_4387,producto_24,6,398.66,2023-11-21
cliente_2717,producto_38,7,271.96,2024-02-24
cliente_4330,producto_40,5,222.95,2023-10-06
cliente_4549,producto_5,5,328.96,2023-08-31
cliente_365,producto_45,10,967.5,2023-11-28
cliente_587,producto_7,4,359.75,2024-04-23
cliente_4664,producto_19,10,843.22,2023-09-12
cliente_3224,producto_20,6,193.15,2023-07-12
cliente_3954,producto_2,3,105.66,2023-10-14
cliente_314,producto_4,2,167.96,2023-08-23
cliente_877,producto_29,8,693.22,2024-03-30
cliente_4916,producto_24,3,149.44,2023-12-23
cliente_2139,producto_48,9,420.22,2023-07-06
cliente_2083,producto_15,9,214.83,2024-02-13
cliente_2797,producto_22,4,146.61,2023-10-22
cliente_4874,producto_33,9,799.7,2024-02-13
cliente_1970,producto_8,4,326.83,2024-06-04
cliente_3717,producto_46,4,322.24,2024-01-16
cliente_637,producto_40,5,293.15,2023-11-12
cliente_3625,producto_48,3,210.06,2023-07-14
cliente_370,producto_17,10,639.74,2023-09-26
cliente_1855,producto_23,5,475.52,2023-07-30
cliente_3682,producto_38,10,858.45,2023-10-16
cliente_3228,producto_47,4,166.35,2023-11-14
cliente_705,producto_3,3,234.14,2023-10-27
cliente_1391,producto_40,2,41.11,2023-11-19
cliente_271,producto_11,8,746.36,2024-03-19
cliente_4035,producto_42,4,67.79,2023-11-05
cliente_3619,producto_7,6,167.62,2024-01-06
cliente_4820,producto_36,7,74.0,2024-03-30
cliente_1316,producto_17,8,677.49,2023-12-04
cliente_669,producto_14,9,372.34,2023-10-18
cliente_2937,producto_2,8,593.3,2023-09-23
cliente_2434,producto_20,9,146.58,2023-09-11
cliente_3670,producto_40,6,421.9,2024-05-08
cliente_3488,producto_13,3,94.02,2023-07-22
cliente_167,producto_22,4,373.35,2023-11-10
cliente_4162,producto_15,4,122.49,2024-04-06
cliente_1965,producto_19,7,412.41,2023-10-27
cliente_3850,producto_37,4,74.22,2023-11-19
cliente_895,producto_33,8,576.0,2023-12-04
cliente_4750,producto_3,10,493.89,2024-01-08
cliente_775,producto_4,3,227.09,2023-10-01
cliente_4430,producto_45,6,432.64,2023-12-03
cliente_544,producto_45,6,599.43,2023-09-02
cliente_3419,producto_20,5,346.71,2023-07-09
cliente_1238,producto_29,8,662.0,2024-05-24
cliente_722,producto_25,9,845.66,2023-10-26
cliente_1585,producto_20,7,247.14,2023-12-31
cliente_2209,producto_11,5,380.75,2023-07-28
cliente_4277,producto_28,8,424.82,2023-09-08
cliente_413,producto_30,5,138.09,2023-08-27
cliente_2894,producto_22,3,99.79,2023-12-11
cliente_2502,producto_49,4,150.13,2023-09-25
cliente_1583,producto_26,10,885.69,2024-05-14
cliente_3004,producto_22,10,163.2,2023-08-19
cliente_3654,producto_31,1,46.26,2024-01-25
cliente_2658,producto_24,6,366.69,2023-09-21
cliente_1191,producto_33,10,913.92,2024-05-26
cliente_4359,producto_37,8,506.06,2023-09-23
cliente_632,producto_12,5,347.13,2023-09-15
cliente_4356,producto_14,5,419.05,2023-07-22
cliente_234,producto_17,6,448.71,2023-11-11
cliente_2053,producto_46,3,191.91,2023-10-29
cliente_2031,producto_9,8,191.43,2023-10-26
cliente_222,producto_42,1,45.76,2024-03-26
cliente_2583,producto_29,5,283.45,2024-03-30
cliente_2307,producto_49,8,168.88,2023-08-25
cliente_4468,producto_39,5,64.54,2023-09-18
cliente_2184,producto_48,6,387.24,2023-10-05
cliente_3577,producto_36,1,78.89,2024-02-25
cliente_4673,producto_28,6,243.24,2023-07-25
cliente_210,producto_42,5,188.78,2023-12-14
cliente_2642,producto_9,4,285.39,2024-02-13
cliente_4527,producto_6,2,89.11,2023-06-16
cliente_3643,producto_5,5,483.05,2023-12-31
cliente_3695,producto_22,5,433.62,2023-06-19
cliente_1131,producto_15,1,15.55,2023-12-02
cliente_288,producto_29,4,76.63,2024-03-19
cliente_3583,producto_25,9,720.75,2023-12-19
cliente_3216,producto_15,8,334.38,2024-04-03
cliente_3729,producto_7,3,223.07,2023-06-25
cliente_3626,producto_43,7,392.76,2023-06-27
cliente_4029,producto_7,5,239.16,2024-02-17
cliente_3702,producto_29,8,296.47,2023-10-05
cliente_1596,producto_45,10,487.02,2023-09-03
cliente_4109,producto_7,4,352.12,2023-07-13
cliente_4216,producto_41,4,170.76,2023-10-15
cliente_2108,producto_48,9,539.69,2023-06-26
cliente_4480,producto_24,9,480.1,2023-06-20
cliente_4615,producto_4,2,121.24,2024-02-23
cliente_92,producto_44,7,488.17,2024-05-15
cliente_4026,producto_1,4,371.53,2023-07-11
cliente_2774,producto_31,8,211.46,2024-05-09
cliente_4346,producto_6,5,344.8,2023-07-30
cliente_4095,producto_43,1,85.42,2024-06-14
cliente_4149,producto_48,3,251.96,2023-11-02
cliente_4228,producto_27,4,321.3,2023-09-27
cliente_1527,producto_39,3,172.51,2024-05-01
cliente_2290,producto_2,5,260.06,2024-02-10
cliente_4328,producto_27,10,861.98,2023-10-16
cliente_2866,producto_17,5,475.97,2024-01-13
cliente_4299,producto_11,8,566.31,2023-06-24
cliente_2280,producto_38,9,441.95,2023-06-28
cliente_1989,producto_24,10,993.9,2023-10-03
cliente_2153,producto_20,10,374.16,2023-06-17
cliente_4237,producto_2,8,592.78,2023-11-04
cliente_4431,producto_8,10,203.87,2023-11-29
cliente_1543,producto_8,9,763.85,2024-05-30
cliente_4869,producto_32,6,396.39,2024-05-19
cliente_1163,producto_2,6,90.21,2024-04-14
cliente_2324,producto_12,7,159.5,2024-04-22
cliente_2441,producto_19,4,253.13,2024-04-04
cliente_4811,producto_46,3,85.6,2023-08-29
cliente_2791,producto_29,1,74.25,2023-07-10
cliente_3490,producto_39,1,11.13,2024-01-01
cliente_652,producto_47,10,815.18,2024-03-05
cliente_2868,producto_5,9,294.2,2023-10-26
cliente_2985,producto_45,2,117.16,2023-09-04
cliente_3438,producto_36,4,329.95,2023-10-03
cliente_1236,producto_39,8,775.59,2024-05-04
cliente_2390,producto_11,2,134.35,2023-09-03
cliente_1588,producto_18,9,282.5,2024-04-30
cliente_2665,producto_34,2,191.29,2023-11-15
cliente_2393,producto_11,10,412.71,2024-05-01
cliente_4982,producto_32,5,467.97,2023-11-05
cliente_337,producto_13,9,412.78,2024-04-03
cliente_4791,producto_39,10,133.46,2024-03-30
cliente_946,producto_41,8,548.13,2023-10-14
cliente_295,producto_10,6,449.47,2023-11-09
cliente_4008,producto_39,6,534.58,2023-08-27
cliente_1350,producto_25,7,321.68,2024-02-16
cliente_4796,producto_34,5,77.72,2023-12-29
cliente_3655,producto_49,10,475.97,2023-10-13
cliente_1096,producto_28,3,171.67,2023-09-30
cliente_895,producto_46,3,172.78,2023-08-06
cliente_2838,producto_7,5,403.9,2023-07-09
cliente_4279,producto_34,4,58.99,2023-09-25
cliente_461,producto_10,5,180.68,2024-06-14
cliente_1271,producto_41,10,657.68,2023-10-07
cliente_2050,producto_46,3,267.19,2024-04-30
cliente_2243,producto_49,6,364.36,2024-06-05
cliente_2518,producto_37,3,163.45,2024-04-29
cliente_4494,producto_15,9,241.99,2023-11-25
cliente_4593,producto_30,6,220.38,2024-02-15
cliente_782,producto_18,6,277.34,2023-12-29
cliente_2212,producto_37,8,571.83,2024-03-11
cliente_481,producto_38,4,268.39,2023-12-16
cliente_2602,producto_38,10,346.36,2023-11-18
cliente_3970,producto_45,9,816.47,2024-03-26
cliente_3932,producto_42,10,320.64,2023-10-13
cliente_3024,producto_24,1,29.84,2024-05-19
cliente_3668,producto_27,10,437.83,2023-06-19
cliente_2692,producto_34,9,287.06,2023-09-29
cliente_4052,producto_28,9,358.2,2023-08-29
cliente_227,producto_44,3,153.34,2024-04-25
cliente_754,producto_39,1,96.69,2023-09-25
cliente_3514,producto_44,4,68.68,2023-12-16
cliente_357,producto_14,8,547.86,2024-02-01
cliente_2415,producto_30,7,398.24,2023-12-08
cliente_1290,producto_37,6,303.94,2024-04-17
cliente_620,producto_20,3,247.54,2023-07-09
cliente_4653,producto_36,3,58.53,2023-09-28
cliente_1518,producto_22,3,269.31,2023-10-06
cliente_2765,producto_13,6,252.09,2023-12-24
cliente_2460,producto_18,7,695.42,2023-08-29
cliente_3065,producto_9,8,523.5,2024-02-13
cliente_3688,producto_2,7,100.59,2024-05-08
cliente_3839,producto_12,1,22.36,2024-05-06
cliente_122,producto_9,1,74.22,2023-06-20
cliente_3874,producto_27,4,270.17,2024-05-29
cliente_459,producto_45,6,416.52,2024-03-04
cliente_452,producto_28,8,395.82,2024-06-03
cliente_2552,producto_8,2,124.44,2023-09-16
cliente_1862,producto_35,3,279.18,2023-09-08
cliente_2386,producto_17,6,540.93,2024-04-28
cliente_1731,producto_1,4,160.9,2023-11-15
cliente_1815,producto_42,10,978.04,2024-02-06
cliente_1130,producto_36,9,859.46,2024-03-22
cliente_4848,producto_27,7,266.94,2023-08-25
cliente_2324,producto_21,8,112.4,2023-07-01
cliente_4960,producto_50,5,372.81,2024-01-29
cliente_4536,producto_37,4,51.64,2024-02-12
cliente_427,producto_22,8,397.69,2024-04-13
cliente_634,producto_47,1,37.35,2023-08-04
cliente_4487,producto_16,9,184.67,2023-07-25
cliente_4162,producto_2,2,82.58,2023-08-16
cliente_2672,producto_33,5,194.75,2023-07-08
cliente_3981,producto_34,1,84.45,2023-09-26
cliente_2114,producto_16,2,196.9,2024-01-24
cliente_3037,producto_14,10,404.86,2023-06-15
cliente_467,producto_46,7,413.0,2023-12-22
cliente_4224,producto_1,4,343.04,2023-06-22
cliente_2181,producto_16,4,116.83,2023-12-11
cliente_138,producto_34,2,44.09,2023-06-15
cliente_3712,producto_25,10,428.48,2024-02-21
cliente_1887,producto_22,8,498.52,2024-01-14
cliente_2364,producto_22,2,195.73,2024-01-31
cliente_51,producto_8,7,647.53,2024-05-12
